Family_id,Total_members,Ancient,Euteleostomi,Amniotes,Placentals,Recent,Ohnologs,SSDs,Dominant,Recessive,Both,Unknown,None,Family_Root
13607,2,0,1,1,0,0,1,1,0,0,0,1,1,Gnathostomata
13628,3,0,0,0,1,0,0,3,0,0,0,2,1,Amniota
1363,4,3,1,0,0,0,0,4,1,2,0,1,0,LECA
13637,2,1,0,1,0,0,0,2,0,0,0,0,2,LECA
1364,3,3,0,0,0,0,3,0,1,0,0,2,0,Vertebrata
13646,2,0,0,2,0,0,0,2,0,0,0,1,1,Homininae
1366,5,1,0,3,0,1,0,5,0,2,0,1,2,Chordata
13669,3,0,0,0,0,2,0,3,0,0,0,1,2,Catarrhini
1368,2,0,0,2,0,0,2,0,1,0,0,1,0,Vertebrata
137,11,8,3,0,0,0,4,7,0,0,0,11,0,LECA
1372,2,1,0,1,0,0,2,0,2,0,0,0,0,LECA
1373,5,3,1,1,0,0,5,0,0,0,0,5,0,LECA
1374,2,2,0,0,0,0,0,2,0,1,0,1,0,Chordata
1376,2,2,0,0,0,0,0,2,0,0,0,2,0,Opisthokonta
1377,12,7,3,2,0,0,9,3,0,0,0,10,2,LECA
138,27,18,4,3,2,0,11,16,3,3,0,20,1,LECA
1381,2,0,0,0,0,2,0,2,0,0,0,2,0,Catarrhini
1386,9,6,1,2,0,0,9,0,0,0,0,7,2,LECA
1387,5,3,1,0,1,0,4,1,0,0,0,5,0,LECA
1389,19,16,3,0,0,0,2,17,3,7,0,7,2,LECA
139,2,1,0,1,0,0,2,0,0,0,0,2,0,Bilateria
1390,3,1,0,1,0,1,2,1,0,2,0,1,0,LECA
1391,3,3,0,0,0,0,2,1,0,0,0,1,2,LECA
1393,2,2,0,0,0,0,0,2,0,2,0,0,0,Opisthokonta
1394,4,3,1,0,0,0,0,4,0,1,0,3,0,LECA
1395,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
1397,2,1,1,0,0,0,0,2,0,1,0,1,0,LECA
14,3,3,0,0,0,0,0,3,1,0,0,1,1,Bilateria
1402,5,3,1,1,0,0,2,3,1,0,0,4,0,Opisthokonta
1403,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1404,13,3,5,5,0,0,8,5,2,0,1,5,5,LECA
1406,5,4,0,1,0,0,2,3,0,0,0,4,1,LECA
141,4,0,1,2,1,0,4,0,0,1,0,3,0,LECA
1411,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
1412,13,1,3,2,5,2,0,13,4,0,1,7,1,LECA
1416,11,8,2,1,0,0,7,4,0,0,0,4,7,LECA
1417,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
1418,3,3,0,0,0,0,2,1,0,0,0,3,0,LECA
142,2,0,0,1,1,0,2,0,0,0,1,1,0,Chordata
1428,2,0,1,0,0,1,0,2,0,1,0,1,0,Gnathostomata
143,26,1,0,2,1,17,0,26,0,0,2,17,7,Vertebrata
1430,2,0,1,0,1,0,2,0,0,0,0,2,0,LECA
1432,4,1,0,0,2,1,0,4,1,0,1,2,0,Bilateria
1437,6,1,2,2,1,0,3,3,1,0,0,1,4,Opisthokonta
144,28,14,4,5,3,1,4,24,1,6,0,11,10,LECA
1441,12,0,11,1,0,0,0,12,0,0,0,11,1,Tetrapoda
1442,5,3,0,2,0,0,5,0,0,0,0,5,0,LECA
1445,11,8,2,0,1,0,3,8,0,4,0,6,1,LECA
1447,4,0,2,1,1,0,0,4,0,0,0,0,4,Bilateria
145,6,3,2,1,0,0,2,4,1,2,0,3,0,LECA
1451,4,2,1,1,0,0,4,0,1,0,0,3,0,Opisthokonta
1452,3,3,0,0,0,0,0,3,0,1,0,2,0,LECA
1454,3,2,0,0,1,0,0,3,1,1,0,1,0,LECA
1457,4,3,1,0,0,0,3,1,0,0,0,0,4,Opisthokonta
1458,14,2,0,4,2,5,0,14,0,1,0,12,1,LECA
1459,2,2,0,0,0,0,0,2,0,1,1,0,0,LECA
146,15,8,1,1,3,1,0,15,1,4,0,10,0,LECA
1460,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
1461,25,0,0,0,4,18,0,25,0,2,0,22,1,Tetrapoda
1467,7,4,1,1,1,0,3,4,0,1,0,6,0,LECA
1468,6,2,2,1,0,1,2,4,1,1,0,2,2,Chordata
147,6,3,3,0,0,0,5,1,0,2,0,3,1,Bilateria
1471,5,1,1,2,1,0,2,3,0,0,0,4,1,LECA
1472,11,3,2,2,3,1,11,0,0,5,0,6,0,LECA
1473,3,2,1,0,0,0,1,2,0,0,0,1,2,Bilateria
1474,11,7,0,2,0,2,0,11,0,4,1,5,1,Opisthokonta
1477,5,3,1,1,0,0,3,2,0,0,0,3,2,Bilateria
1479,18,0,0,0,10,8,0,18,0,0,0,3,15,Eutheria
148,6,3,2,1,0,0,5,1,1,0,0,5,0,LECA
1480,2,2,0,0,0,0,2,0,0,0,0,2,0,Vertebrata
1485,4,2,1,1,0,0,3,1,0,0,0,3,1,LECA
1488,4,4,0,0,0,0,4,0,1,0,0,3,0,Vertebrata
1489,8,7,1,0,0,0,6,2,0,2,0,5,1,LECA
149,2,2,0,0,0,0,2,0,0,1,0,1,0,Gnathostomata
1492,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
1493,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
1494,10,4,2,3,0,1,4,6,0,3,0,4,3,LECA
1496,6,0,0,0,2,3,0,6,0,0,0,3,3,Amniota
1499,3,2,0,1,0,0,2,1,0,0,0,2,1,Bilateria
15,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1503,4,0,0,3,1,0,0,4,0,0,0,4,0,LECA
1504,2,2,0,0,0,0,0,2,0,0,0,2,0,Opisthokonta
1505,3,3,0,0,0,0,0,3,0,0,0,3,0,LECA
15050,3,3,0,0,0,0,0,3,0,0,0,1,2,Bilateria
15052,2,0,0,1,1,0,0,2,0,0,0,0,2,Theria
15057,2,2,0,0,0,0,0,2,0,0,0,1,1,Boreoeutheria
15058,2,0,0,0,0,2,0,2,0,0,0,0,2,Simiiformes
1506,3,2,0,1,0,0,3,0,0,0,0,3,0,LECA
15074,2,0,0,0,1,1,0,2,0,1,0,1,0,Eutheria
1510,2,0,1,1,0,0,0,2,0,0,0,2,0,Euteleostomi
1511,3,1,1,1,0,0,0,3,0,0,0,3,0,Opisthokonta
15110,2,2,0,0,0,0,0,2,0,0,0,1,1,Simiiformes
15133,2,0,1,0,1,0,0,2,0,0,0,1,1,Gnathostomata
1514,3,1,1,1,0,0,3,0,1,0,0,2,0,Bilateria
1515,2,2,0,0,0,0,0,2,0,1,0,0,1,Simiiformes
15155,2,2,0,0,0,0,0,2,0,0,1,0,1,Simiiformes
15171,2,0,0,0,0,2,0,2,0,0,0,0,2,Homo sapiens
15172,3,0,0,0,2,1,0,3,0,0,0,1,2,Theria
1518,8,0,1,4,1,2,0,8,1,0,0,5,2,Euteleostomi
152,2,0,1,1,0,0,0,2,0,2,0,0,0,Euteleostomi
1520,2,1,1,0,0,0,0,2,1,0,0,1,0,Bilateria
15200,2,0,0,0,0,2,0,2,0,0,0,0,2,Catarrhini
1521,16,4,6,2,2,1,0,16,0,0,0,14,2,Bilateria
1523,8,1,0,2,2,2,5,3,1,3,0,2,2,LECA
1524,3,0,3,0,0,0,3,0,0,0,0,3,0,Chordata
15242,2,0,0,0,0,0,0,2,0,0,0,0,2,Homininae
1525,2,1,1,0,0,0,0,2,0,1,0,0,1,LECA
15262,6,0,0,0,0,6,0,6,0,0,0,0,6,Simiiformes
1527,11,3,3,4,1,0,0,11,0,1,0,10,0,Chordata
1528,2,1,1,0,0,0,2,0,1,0,0,1,0,Vertebrata
1529,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
1532,2,2,0,0,0,0,2,0,0,1,0,1,0,LECA
1533,6,3,0,1,0,2,6,0,1,0,0,5,0,LECA
1534,3,1,1,0,1,0,3,0,0,0,0,2,1,Chordata
1536,6,3,1,2,0,0,6,0,0,0,0,3,3,Bilateria
15361,2,0,2,0,0,0,0,2,0,0,0,0,2,Homo sapiens
1537,2,2,0,0,0,0,2,0,0,0,0,1,1,Gnathostomata
15408,2,0,0,0,0,2,0,2,0,0,0,0,2,Homo sapiens
1541,3,1,0,0,2,0,3,0,0,0,0,3,0,LECA
1547,3,3,0,0,0,0,0,3,0,0,0,1,2,Opisthokonta
1549,3,3,0,0,0,0,3,0,0,0,0,3,0,LECA
155,5,3,0,0,2,0,3,2,0,2,0,2,1,LECA
1550,5,1,3,1,0,0,4,1,0,0,0,4,1,LECA
1551,9,0,0,3,6,0,0,9,1,0,0,6,2,Bilateria
1555,4,0,2,2,0,0,0,4,1,1,0,1,1,Gnathostomata
1556,13,6,1,4,2,0,5,8,2,2,0,8,1,LECA
1557,3,1,2,0,0,0,3,0,0,2,0,1,0,LECA
1559,2,1,0,1,0,0,2,0,0,0,0,2,0,LECA
1560,2,2,0,0,0,0,0,2,1,1,0,0,0,LECA
1562,4,1,0,3,0,0,0,4,0,1,0,3,0,LECA
1564,15,0,0,6,6,3,0,15,0,0,0,13,2,Bilateria
1565,5,4,1,0,0,0,5,0,0,1,0,4,0,Bilateria
1568,9,3,4,2,0,0,6,3,1,0,0,7,1,Bilateria
157,4,4,0,0,0,0,0,4,0,0,0,2,2,LECA
1570,4,4,0,0,0,0,0,4,0,1,1,1,1,LECA
1574,9,2,3,3,1,0,4,5,1,1,0,5,2,LECA
1575,3,1,0,1,0,1,0,3,0,1,0,1,1,Vertebrata
1576,6,5,0,1,0,0,4,2,1,0,0,3,2,Bilateria
1577,3,2,1,0,0,0,0,3,0,0,0,2,1,LECA
1578,3,2,1,0,0,0,3,0,0,0,0,0,3,LECA
158,7,5,2,0,0,0,4,3,1,0,0,3,3,Opisthokonta
1581,5,2,1,2,0,0,3,2,0,0,0,5,0,Bilateria
1583,2,2,0,0,0,0,0,2,0,1,0,0,1,Bilateria
1587,11,5,3,3,0,0,8,3,1,5,0,3,2,LECA
1589,8,6,2,0,0,0,2,6,0,4,0,4,0,Opisthokonta
159,4,4,0,0,0,0,0,4,0,0,0,3,1,LECA
1591,5,2,1,1,0,1,0,5,0,1,0,4,0,Opisthokonta
1598,4,3,0,1,0,0,0,4,0,2,1,0,1,Opisthokonta
16,2,0,2,0,0,0,0,2,0,0,0,2,0,Euteleostomi
160,5,4,0,0,1,0,4,1,0,1,0,3,1,Bilateria
1606,13,7,2,1,3,0,8,5,2,2,0,6,3,Opisthokonta
161,2,0,1,0,1,0,2,0,0,0,0,2,0,LECA
1612,7,0,3,0,4,0,1,6,0,0,0,7,0,LECA
1613,3,3,0,0,0,0,2,1,0,0,0,3,0,Chordata
1614,2,1,0,1,0,0,0,2,0,0,0,1,1,Hominidae
1615,4,1,1,2,0,0,4,0,2,0,1,0,1,LECA
1617,5,2,2,1,0,0,5,0,1,1,0,3,0,Bilateria
1619,2,2,0,0,0,0,0,2,0,1,0,0,1,LECA
162,2,1,0,0,0,0,0,2,0,0,0,0,2,Amniota
1621,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1625,7,1,0,6,0,0,0,7,0,0,0,2,5,LECA
1626,2,0,0,2,0,0,2,0,0,1,0,1,0,Gnathostomata
1628,10,9,0,1,0,0,7,3,1,3,1,4,1,Bilateria
1629,6,1,1,2,0,1,2,4,0,0,0,5,1,LECA
163,4,4,0,0,0,0,3,1,1,0,0,3,0,Chordata
1630,3,3,0,0,0,0,3,0,1,0,0,2,0,Vertebrata
1635,4,4,0,0,0,0,2,2,1,1,0,1,1,LECA
1637,4,3,1,0,0,0,2,2,1,2,0,1,0,Opisthokonta
1639,7,4,1,2,0,0,2,5,1,3,0,3,0,Bilateria
1640,5,2,2,0,1,0,5,0,1,1,1,2,0,LECA
1641,4,1,2,1,0,0,0,4,0,0,0,4,0,Bilateria
1642,6,1,2,1,1,0,2,4,0,0,0,3,3,Bilateria
1643,3,2,1,0,0,0,2,1,0,0,0,2,1,LECA
1646,33,13,11,3,6,0,18,15,6,2,5,19,1,Bilateria
1648,4,1,2,1,0,0,0,4,1,1,0,0,2,LECA
1649,3,3,0,0,0,0,0,3,0,2,0,0,1,LECA
165,23,13,5,2,1,1,3,20,1,3,0,14,5,LECA
1650,4,1,0,0,2,1,0,4,0,1,0,1,2,Vertebrata
1651,14,11,2,1,0,0,6,8,0,3,0,6,5,LECA
1652,2,1,0,1,0,0,2,0,0,0,0,2,0,Vertebrata
1654,8,8,0,0,0,0,0,8,0,1,0,2,5,LECA
1656,125,0,0,16,90,19,0,125,0,0,0,7,118,Vertebrata
166,6,3,0,3,0,0,0,6,0,1,0,5,0,Bilateria
1660,4,4,0,0,0,0,2,2,0,0,0,4,0,LECA
1662,9,2,5,1,0,1,8,1,0,1,0,6,2,LECA
1666,2,1,0,0,0,0,0,2,0,0,0,1,1,LECA
1668,4,0,1,0,3,0,0,4,0,0,0,1,3,Chordata
167,11,3,3,3,2,0,9,2,1,0,1,9,0,LECA
1672,2,1,1,0,0,0,0,2,0,0,0,1,1,Mammalia
16726,2,2,0,0,0,0,0,2,0,0,0,0,2,Homo sapiens
16739,3,1,1,1,0,0,0,3,0,0,0,1,2,LECA
1674,3,2,0,1,0,0,3,0,0,0,0,2,1,Vertebrata
16749,6,0,0,0,0,5,0,6,0,0,0,3,3,Gnathostomata
16755,4,2,2,0,0,0,0,4,0,0,0,2,2,LECA
16760,2,1,0,1,0,0,0,2,0,0,0,1,1,Euarchontoglires
1678,2,2,0,0,0,0,0,2,0,1,0,0,1,Opisthokonta
16791,2,0,0,2,0,0,0,2,0,0,0,0,2,LECA
168,7,3,1,1,2,0,3,4,0,2,0,5,0,LECA
16808,2,2,0,0,0,0,0,2,0,0,0,1,1,Homo sapiens
16818,2,0,2,0,0,0,0,2,0,0,0,1,1,LECA
16821,2,0,0,0,2,0,0,2,0,0,0,0,2,Homo sapiens
1685,8,1,2,4,1,0,2,6,0,1,0,3,4,LECA
1686,13,7,5,1,0,0,10,3,1,1,0,7,4,LECA
16861,2,0,0,0,0,2,0,2,0,0,0,0,2,Hominoidea
1687,2,1,0,1,0,0,0,2,0,0,0,1,1,LECA
16882,3,0,0,0,0,3,0,3,0,0,0,0,3,Simiiformes
16888,2,0,1,1,0,0,0,2,0,0,0,2,0,Euteleostomi
169,8,2,3,1,2,0,8,0,0,0,0,7,1,LECA
1690,3,3,0,0,0,0,0,3,0,1,0,2,0,LECA
1691,4,0,0,0,1,3,0,4,0,0,0,4,0,LECA
16910,2,2,0,0,0,0,0,2,0,0,0,1,1,Amniota
1692,2,0,0,1,1,0,0,2,0,0,0,1,1,Euteleostomi
1694,13,0,0,5,6,2,1,12,0,0,0,12,1,Gnathostomata
1696,14,7,3,1,1,2,10,4,0,0,0,12,2,LECA
17,12,4,2,4,2,0,10,2,0,1,0,9,2,LECA
170,21,13,8,0,0,0,6,15,0,3,0,16,2,LECA
1700,11,2,5,3,1,0,11,0,0,1,0,8,2,Opisthokonta
1701,3,2,0,0,0,1,0,3,0,0,0,2,1,LECA
1702,3,1,2,0,0,0,0,3,1,0,0,1,1,LECA
1703,3,0,0,0,1,2,0,3,0,0,0,3,0,Amniota
1705,7,4,1,1,1,0,3,4,0,0,0,7,0,LECA
1706,6,0,0,4,2,0,2,4,1,2,2,1,0,Bilateria
17096,2,0,0,2,0,0,0,2,0,0,0,0,2,Homo sapiens
171,3,1,1,0,1,0,3,0,1,0,1,1,0,Bilateria
1710,9,4,4,0,0,1,8,1,2,1,0,5,1,LECA
1714,3,1,1,0,1,0,2,1,0,0,0,3,0,Chordata
1717,6,4,1,1,0,0,5,1,0,0,0,4,2,LECA
1718,10,6,3,1,0,0,2,8,1,2,0,7,0,LECA
1719,2,1,1,0,0,0,2,0,0,0,0,2,0,LECA
172,12,2,2,1,3,3,3,9,0,2,0,8,2,LECA
1721,4,2,2,0,0,0,4,0,0,0,0,4,0,LECA
1725,6,0,3,2,1,0,0,6,0,0,0,3,3,Vertebrata
1727,28,7,1,2,6,10,6,22,0,0,0,21,7,LECA
1728,3,2,0,1,0,0,0,3,0,0,0,2,1,Vertebrata
1731,6,3,1,0,1,1,5,1,0,2,0,3,1,Bilateria
1738,3,3,0,0,0,0,3,0,0,0,0,3,0,Chordata
1743,2,0,0,1,0,1,0,2,1,0,0,1,0,Tetrapoda
1745,23,7,9,3,3,1,6,17,1,0,1,16,5,LECA
1746,2,1,1,0,0,0,2,0,0,0,0,1,1,LECA
1747,7,3,1,1,2,0,7,0,0,0,0,7,0,LECA
17470,2,0,0,0,0,2,0,2,0,0,0,2,0,Catarrhini
1748,4,4,0,0,0,0,2,2,0,3,0,1,0,Bilateria
17482,14,0,0,0,0,14,0,14,0,0,0,12,2,Simiiformes
17483,3,0,0,0,0,3,0,3,0,0,0,0,3,Simiiformes
17487,2,0,0,0,0,2,0,2,0,0,0,0,2,Homo sapiens
17496,2,0,0,0,0,2,0,2,0,0,0,1,1,Homo sapiens
1750,3,1,1,0,1,0,0,3,1,1,0,0,1,Opisthokonta
17505,4,0,0,0,0,4,0,4,0,0,0,0,4,Hominoidea
17507,2,0,2,0,0,0,0,2,0,0,0,1,1,Eutheria
1751,2,0,0,1,0,1,0,2,0,0,0,1,1,Gnathostomata
1752,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
17534,2,0,2,0,0,0,0,2,0,0,0,1,1,Bilateria
1755,4,3,1,0,0,0,4,0,0,0,0,4,0,LECA
1756,3,3,0,0,0,0,0,3,0,0,0,3,0,LECA
17563,2,0,0,0,2,0,0,2,0,0,0,2,0,Catarrhini
176,5,5,0,0,0,0,5,0,2,0,0,3,0,Vertebrata
1760,2,2,0,0,0,0,0,2,0,0,0,1,1,Vertebrata
17608,3,0,0,0,0,2,0,3,0,0,0,0,3,Euteleostomi
1762,2,1,1,0,0,0,2,0,0,0,0,2,0,LECA
17645,2,0,0,0,0,2,0,2,0,0,0,0,2,Catarrhini
1766,2,2,0,0,0,0,2,0,0,0,0,2,0,Vertebrata
17660,2,2,0,0,0,0,0,2,0,0,0,0,2,LECA
17697,3,0,0,0,0,2,0,3,0,0,0,1,2,Euteleostomi
17711,2,0,2,0,0,0,0,2,0,0,0,0,2,Gnathostomata
1773,4,1,0,3,0,0,0,4,0,0,0,2,2,LECA
1777,3,1,0,0,1,0,0,3,0,0,0,3,0,LECA
1778,9,4,1,4,0,0,2,7,0,1,0,6,2,LECA
178,3,0,1,0,0,2,0,3,0,1,0,1,1,LECA
1780,8,2,1,3,2,0,3,5,0,1,0,4,3,LECA
1782,3,2,0,1,0,0,1,2,1,0,0,1,1,LECA
1784,3,3,0,0,0,0,0,3,0,1,0,2,0,Opisthokonta
1786,3,1,1,1,0,0,0,3,0,0,0,3,0,LECA
1789,3,3,0,0,0,0,0,3,0,0,1,1,1,LECA
179,17,9,3,2,2,0,13,4,1,1,0,13,2,LECA
1790,18,10,4,3,0,1,10,8,1,1,0,10,6,LECA
1792,2,2,0,0,0,0,0,2,0,1,0,1,0,LECA
1795,4,2,2,0,0,0,3,1,0,2,0,2,0,Bilateria
1796,4,0,1,3,0,0,2,2,1,1,1,1,0,LECA
1799,8,3,2,3,0,0,3,5,0,0,0,7,1,LECA
18,3,0,2,1,0,0,0,3,0,0,0,3,0,Gnathostomata
180,21,5,5,1,10,0,8,13,1,2,0,16,2,Bilateria
1800,2,0,0,1,1,0,2,0,0,0,0,2,0,Bilateria
18009,3,3,0,0,0,0,0,3,0,0,0,2,1,Gnathostomata
18066,2,2,0,0,0,0,0,2,0,0,0,1,1,Homo sapiens
1807,2,2,0,0,0,0,0,2,0,0,0,0,2,Homo sapiens
1809,2,0,1,0,0,1,2,0,0,1,0,1,0,LECA
181,4,2,1,1,0,0,4,0,0,1,0,1,2,Vertebrata
1810,5,2,0,0,1,0,0,5,0,0,0,2,3,LECA
18104,2,0,0,0,1,1,0,2,0,0,0,1,1,Simiiformes
1814,2,1,1,0,0,0,0,2,0,0,0,1,1,Bilateria
18168,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1817,2,1,0,0,0,1,0,2,1,0,0,0,1,Homo sapiens
1818,3,3,0,0,0,0,2,1,0,0,0,2,1,LECA
1819,7,3,1,2,1,0,2,5,0,2,0,1,4,LECA
182,3,2,1,0,0,0,2,1,0,1,0,0,2,LECA
1820,14,6,7,1,0,0,7,7,1,0,1,10,2,LECA
1821,15,6,6,2,1,0,9,6,2,0,0,11,2,LECA
1822,12,8,2,1,1,0,10,2,0,2,2,5,3,Bilateria
1824,3,3,0,0,0,0,2,1,0,0,0,1,2,LECA
1828,2,0,0,1,1,0,0,2,2,0,0,0,0,LECA
18282,2,0,0,0,0,2,0,2,0,0,0,0,2,Boreoeutheria
1829,4,0,0,3,1,0,0,4,0,0,0,1,3,Euteleostomi
18296,2,2,0,0,0,0,0,2,0,0,0,1,1,Catarrhini
18298,2,0,0,0,1,1,0,2,0,0,0,0,2,LECA
183,2,2,0,0,0,0,0,2,1,0,0,1,0,LECA
1830,2,2,0,0,0,0,2,0,0,0,0,2,0,Chordata
18305,2,2,0,0,0,0,0,2,0,0,0,1,1,Homo sapiens
1832,3,2,1,0,0,0,0,3,0,0,0,3,0,Bilateria
1835,3,2,1,0,0,0,2,1,0,0,0,3,0,LECA
18355,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
18366,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1839,2,1,0,1,0,0,0,2,0,1,0,0,1,Chordata
184,7,3,2,2,0,0,6,1,1,1,0,5,0,LECA
1841,3,3,0,0,0,0,3,0,0,0,0,3,0,Vertebrata
1842,15,6,2,5,2,0,0,15,0,0,0,3,12,LECA
1847,5,4,0,0,0,0,2,3,0,1,0,3,1,LECA
1848,2,1,1,0,0,0,0,2,0,0,0,2,0,Vertebrata
185,10,3,4,1,2,0,10,0,0,3,0,5,2,LECA
1850,11,0,2,1,0,8,0,11,0,1,0,8,2,Gnathostomata
18501,2,0,0,0,2,0,0,2,0,0,0,0,2,Homo sapiens
1852,2,2,0,0,0,0,0,2,0,0,0,1,1,Euteleostomi
1856,2,1,1,0,0,0,0,2,1,0,0,1,0,Bilateria
1857,21,8,6,5,2,0,7,14,2,2,0,8,9,LECA
1858,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
186,3,2,1,0,0,0,3,0,0,0,0,3,0,LECA
1860,4,4,0,0,0,0,3,1,0,0,0,4,0,Chordata
1863,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
18637,2,0,0,0,2,0,0,2,0,0,0,0,2,Homo sapiens
1864,7,0,0,4,0,3,0,7,2,0,0,5,0,Euteleostomi
187,4,0,2,1,1,0,2,2,1,1,0,1,1,LECA
18709,2,0,0,2,0,0,0,2,0,0,0,1,1,Homo sapiens
1876,3,0,1,0,2,0,0,3,0,0,0,2,1,LECA
188,2,2,0,0,0,0,0,2,0,0,0,2,0,Chordata
1880,5,0,1,4,0,0,0,5,0,0,0,2,3,Gnathostomata
1881,2,2,0,0,0,0,0,2,0,0,0,1,1,Vertebrata
1882,5,2,0,2,1,0,3,2,1,0,0,4,0,LECA
1885,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
1888,23,5,9,5,4,0,13,10,1,3,0,17,2,LECA
1889,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
189,2,1,1,0,0,0,2,0,1,0,0,1,0,Opisthokonta
1890,3,2,1,0,0,0,2,1,0,2,0,1,0,Opisthokonta
1891,3,2,1,0,0,0,0,3,0,0,0,2,1,LECA
1892,2,2,0,0,0,0,2,0,0,1,0,1,0,LECA
1893,2,2,0,0,0,0,0,2,0,0,0,2,0,Bilateria
1896,4,0,2,1,0,1,0,4,0,0,0,4,0,LECA
19,19,11,5,2,1,0,14,5,1,3,4,11,0,Bilateria
190,4,1,1,1,1,0,0,4,0,0,0,4,0,Bilateria
1900,7,1,1,3,2,0,0,7,0,0,0,4,3,Bilateria
1906,13,3,7,1,1,1,2,11,1,0,3,9,0,LECA
1908,5,3,2,0,0,0,3,2,0,1,0,4,0,LECA
191,4,4,0,0,0,0,4,0,3,0,0,1,0,Vertebrata
1911,2,0,0,1,1,0,0,2,0,1,0,0,1,LECA
1917,5,5,0,0,0,0,3,2,0,1,0,3,1,LECA
1918,2,1,0,0,1,0,2,0,0,0,0,2,0,Vertebrata
1919,2,1,1,0,0,0,1,1,0,0,0,0,2,LECA
192,16,8,5,1,1,1,7,9,0,2,0,10,4,Chordata
1921,4,4,0,0,0,0,0,4,0,1,0,2,1,Bilateria
1923,2,1,1,0,0,0,2,0,0,0,0,1,1,Chordata
1924,4,2,0,0,2,0,0,4,0,0,0,1,3,LECA
1925,19,6,3,5,2,3,11,8,3,1,1,9,5,LECA
1928,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
193,24,6,8,3,7,0,12,12,1,4,1,18,0,LECA
1932,7,3,2,2,0,0,6,1,2,1,0,3,1,LECA
1933,22,10,4,3,4,1,10,12,0,1,0,19,2,LECA
1935,8,3,1,3,1,0,7,1,0,0,0,8,0,Bilateria
1937,10,4,1,3,0,1,5,5,0,0,0,7,3,LECA
1938,6,3,2,0,1,0,3,3,0,1,0,3,2,LECA
194,10,2,2,4,1,1,5,5,2,3,0,5,0,LECA
1940,8,4,0,3,1,0,5,3,0,2,2,3,1,LECA
1942,3,0,0,1,1,1,0,3,0,0,0,3,0,Mammalia
1943,4,1,1,1,1,0,4,0,0,0,0,3,1,Bilateria
1944,8,3,3,2,0,0,6,2,0,1,0,7,0,Bilateria
1949,3,3,0,0,0,0,2,1,0,0,0,2,1,LECA
195,12,6,2,3,1,0,8,4,2,1,0,6,3,Bilateria
1951,3,1,0,0,1,1,3,0,1,0,0,2,0,LECA
1952,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
1953,3,2,1,0,0,0,3,0,1,0,0,0,2,Opisthokonta
1955,3,2,1,0,0,0,3,0,0,0,0,2,1,LECA
1957,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
196,24,19,2,2,1,0,13,11,3,1,0,17,3,LECA
1960,2,1,0,0,1,0,0,2,0,2,0,0,0,Vertebrata
1961,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1962,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
1964,5,2,1,1,1,0,2,3,1,1,0,2,1,Bilateria
1965,2,2,0,0,0,0,2,0,0,0,0,1,1,Vertebrata
19664,2,0,2,0,0,0,0,2,0,0,0,0,2,Simiiformes
1967,3,2,0,1,0,0,2,1,0,0,0,1,2,Bilateria
1968,3,1,1,1,0,0,2,1,0,0,1,1,1,LECA
19684,2,0,0,0,0,2,0,2,0,0,0,0,2,Homininae
197,2,2,0,0,0,0,2,0,0,0,0,0,2,Vertebrata
1970,2,2,0,0,0,0,2,0,0,1,1,0,0,LECA
1971,4,3,1,0,0,0,4,0,1,0,0,2,1,LECA
19717,2,0,0,0,0,1,0,2,0,0,0,1,1,Homo sapiens
1972,3,3,0,0,0,0,0,3,0,0,0,2,1,LECA
19762,2,2,0,0,0,0,0,2,0,0,0,1,1,Homo sapiens
1977,8,4,1,3,0,0,5,3,0,1,0,4,3,Opisthokonta
1984,12,8,2,2,0,0,7,5,3,0,1,8,0,Bilateria
1985,4,2,1,0,1,0,4,0,0,1,0,3,0,Vertebrata
1987,2,2,0,0,0,0,0,2,0,0,0,0,2,LECA
199,4,2,1,0,1,0,2,2,2,1,0,1,0,Opisthokonta
1993,2,0,2,0,0,0,0,2,1,0,0,1,0,Gnathostomata
1994,8,3,3,1,1,0,8,0,0,0,0,6,2,Bilateria
1995,3,2,0,0,1,0,0,3,0,0,0,2,1,LECA
1997,3,3,0,0,0,0,0,3,0,0,0,3,0,LECA
2,2,2,0,0,0,0,0,2,0,0,0,2,0,Gnathostomata
